,mc,mn,mc_onset,mn_onset,timesig,staff,voice,label,offset_x,offset_y,offset,alt_label,globalkey,localkey,pedal,chord,numeral,form,figbass,changes,relativeroot,cadence,phraseend,chord_type,globalkey_is_minor,localkey_is_minor,chord_tones,added_tones,root,bass_note,n_colored,n_untouched,count_ratio,dur_colored,dur_untouched,dur_ratio,root_diff,progression_type_simple,progression_type_fine,volta,minDistance
7948,20,18,3/8,3/8,4/4,2,1,V7,-0.119638,-7.6,/,,c,i,,V7,V,,7.0,,,,,Mm7,1,1,"1, 5, 2, -1",,1,1,0,3,0.0,0.0,0.3125,0.0,0.0,I,!,,
7949,20,18,1/2,1/2,4/4,2,1,I(4),,,,,c,i,,I(4),I,,,4,,,,M,1,1,"0, -1, 1",,0,0,0,5,0.0,0.0,0.625,0.0,-1.0,S,S_dia,,
7950,20,18,5/8,5/8,4/4,2,1,I|PAC},0.0,-6.11964,/,,c,i,,I,I,,,,,PAC,},M,1,1,"0, 4, 1",,0,0,1,9,0.1,0.03125,1.34375,0.0227272727272727,0.0,I,!,,
7951,1,0,0,3/8,3/4,2,1,c.V{,,,,,c,i,,V,V,,,,,,{,M,1,1,"1, 5, 2",,1,1,2,1,0.6666666666666666,0.25,0.125,0.6666666666666666,,,,,
7952,2,1,0,0,3/4,2,1,i,,,,,c,i,,i,i,,,,,,,m,1,1,"0, -3, 1",,0,0,0,3,0.0,0.0,0.5,0.0,-1.0,S,S_dia,,
7953,2,1,1/4,1/4,3/4,2,1,i6,,,,,c,i,,i6,i,,6.0,,,,,m,1,1,"-3, 1, 0",,0,-3,1,2,0.3333333333333333,0.125,0.375,0.25,0.0,I,!,,
7954,2,1,1/2,1/2,3/4,2,1,V,,,,,c,i,,V,V,,,,,,,M,1,1,"1, 5, 2",,1,1,1,2,0.3333333333333333,0.125,0.375,0.25,1.0,W,WA_dia,,
7955,3,2,0,0,3/4,2,1,i,,,,,c,i,,i,i,,,,,,,m,1,1,"0, -3, 1",,0,0,1,8,0.1111111111111111,0.125,1.375,0.0833333333333333,-1.0,S,S_dia,,
7956,4,3,0,0,3/4,2,1,v6,,,,,c,i,,v6,v,,6.0,,,,,m,1,1,"-2, 2, 1",,1,-2,0,3,0.0,0.0,0.5,0.0,1.0,W,WA_dia,,
7957,4,3,1/4,1/4,3/4,2,1,VI,,,,,c,i,,VI,VI,,,,,,,M,1,1,"-4, 0, -3",,-4,-4,0,3,0.0,0.0,0.75,0.0,-5.0,A,WA_dia,,
7958,4,3,1/2,1/2,3/4,2,1,iv6,,,,,c,i,,iv6,iv,,6.0,,,,,m,1,1,"-4, 0, -1",,-1,-4,0,2,0.0,0.0,0.25,0.0,3.0,S,S_dia,,
7959,5,4,0,0,3/4,2,1,V|HC,,,,,c,i,,V,V,,,,,HC,,M,1,1,"1, 5, 2",,1,1,0,3,0.0,0.0,0.5,0.0,2.0,A,WA_dia,,
7960,5,4,1/4,1/4,3/4,2,1,V2},,,,,c,i,,V2,V,,2.0,,,,},Mm7,1,1,"-1, 1, 5, 2",,1,-1,1,3,0.25,0.125,0.5,0.2,0.0,I,!,,
7961,6,5,0,0,3/4,2,1,i6{,,,,,c,i,,i6,i,,6.0,,,,{,m,1,1,"-3, 1, 0",,0,-3,0,2,0.0,0.0,0.375,0.0,-1.0,S,S_dia,,
7962,6,5,1/4,1/4,3/4,2,1,i,,,,,c,i,,i,i,,,,,,,m,1,1,"0, -3, 1",,0,0,0,3,0.0,0.0,0.5,0.0,0.0,I,!,,
7963,6,5,1/2,1/2,3/4,2,1,III,,,,,c,i,,III,III,,,,,,,M,1,1,"-3, 1, -2",,-3,-3,0,3,0.0,0.0,0.5,0.0,-3.0,W,WA_dia,,
7964,7,6,0,0,3/4,2,1,iv,,,,,c,i,,iv,iv,,,,,,,m,1,1,"-1, -4, 0",,-1,-1,0,3,0.0,0.0,0.5,0.0,2.0,A,WA_dia,,
7965,7,6,1/4,1/4,3/4,2,1,iv2,,,,,c,i,,iv2,iv,,2.0,,,,,mm7,1,1,"-3, -1, -4, 0",,-1,-3,1,3,0.25,0.125,0.5,0.2,0.0,I,!,,
7966,8,7,0,0,3/4,2,1,III.viio,,,,,c,III,,viio,vii,o,,,,,,o,1,0,"2, -1, -4",,2,2,0,2,0.0,0.0,0.375,0.0,3.0,S,S_dia,,
7967,8,7,1/4,1/4,3/4,2,1,V,,,,,c,III,,V,V,,,,,,,M,1,0,"-2, 2, -1",,-2,-2,0,3,0.0,0.0,0.5,0.0,-4.0,S,S_dia,,
7968,8,7,1/2,1/2,3/4,2,1,viio,,,,,c,III,,viio,vii,o,,,,,,o,1,0,"2, -1, -4",,2,2,0,3,0.0,0.0,0.5,0.0,4.0,W,WA_dia,,
7969,9,8,0,0,3/4,2,1,I,,,,,c,III,,I,I,,,,,,,M,1,0,"-3, 1, -2",,-3,-3,0,3,0.0,0.0,0.625,0.0,-5.0,A,WA_dia,,
7970,9,8,1/4,1/4,3/4,2,1,I6,,,,,c,III,,I6,I,,6.0,,,,,M,1,0,"1, -2, -3",,-3,1,2,4,0.3333333333333333,0.25,0.75,0.25,0.0,I,!,,
7971,10,9,1/4,1/4,3/4,2,1,I,,,,,c,III,,I,I,,,,,,,M,1,0,"-3, 1, -2",,-3,-3,0,3,0.0,0.0,0.5,0.0,0.0,I,!,,
7972,10,9,1/2,1/2,3/4,2,1,viio/IV,,,,,c,III,,viio/IV,vii,o,,,IV,,,o,1,0,"1, -2, -5",,1,1,0,3,0.0,0.0,0.5,0.0,4.0,W,WA_dia,,
7973,11,10,0,0,3/4,2,1,IV,,,,,c,III,,IV,IV,,,,,,,M,1,0,"-4, 0, -3",,-4,-4,0,3,0.0,0.0,0.5,0.0,-5.0,A,WA_dia,,
7974,11,10,1/4,1/4,3/4,2,1,ii,,,,,c,III,,ii,ii,,,,,,,m,1,0,"-1, -4, 0",,-1,-1,0,3,0.0,0.0,0.5,0.0,3.0,S,S_dia,,
7975,11,10,1/2,1/2,3/4,2,1,IV,,,,,c,III,,IV,IV,,,,,,,M,1,0,"-4, 0, -3",,-4,-4,0,3,0.0,0.0,0.5,0.0,-3.0,W,WA_dia,,
7976,12,11,0,0,3/4,2,1,V,,,,,c,III,,V,V,,,,,,,M,1,0,"-2, 2, -1",,-2,-2,0,3,0.0,0.0,0.5,0.0,2.0,A,WA_dia,,
7977,12,11,1/4,1/4,3/4,2,1,iii,,,,,c,III,,iii,iii,,,,,,,m,1,0,"1, -2, 2",,1,1,0,3,0.0,0.0,0.5,0.0,3.0,S,S_dia,,
7978,12,11,1/2,1/2,3/4,2,1,V,,,,,c,III,,V,V,,,,,,,M,1,0,"-2, 2, -1",,-2,-2,0,3,0.0,0.0,0.5,0.0,-3.0,W,WA_dia,,
7979,13,12,0,0,3/4,2,1,vi,,,,,c,III,,vi,vi,,,,,,,m,1,0,"0, -3, 1",,0,0,0,3,0.0,0.0,0.5,0.0,2.0,A,WA_dia,,
7980,13,12,1/4,1/4,3/4,2,1,IV,,,,,c,III,,IV,IV,,,,,,,M,1,0,"-4, 0, -3",,-4,-4,0,3,0.0,0.0,0.5,0.0,-4.0,S,S_dia,,
7981,13,12,1/2,1/2,3/4,2,1,vi,,,,,c,III,,vi,vi,,,,,,,m,1,0,"0, -3, 1",,0,0,0,3,0.0,0.0,0.5,0.0,4.0,W,WA_dia,,
7982,14,13,0,0,3/4,2,1,viio,,,,,c,III,,viio,vii,o,,,,,,o,1,0,"2, -1, -4",,2,2,0,3,0.0,0.0,0.5,0.0,2.0,A,WA_dia,,
7983,14,13,1/4,1/4,3/4,2,1,V,,,,,c,III,,V,V,,,,,,,M,1,0,"-2, 2, -1",,-2,-2,0,3,0.0,0.0,0.5,0.0,-4.0,S,S_dia,,
7984,14,13,1/2,1/2,3/4,2,1,viio,,,,,c,III,,viio,vii,o,,,,,,o,1,0,"2, -1, -4",,2,2,0,3,0.0,0.0,0.5,0.0,4.0,W,WA_dia,,
7985,15,14,0,0,3/4,2,1,I,,,,,c,III,,I,I,,,,,,,M,1,0,"-3, 1, -2",,-3,-3,3,4,0.4285714285714285,0.375,0.625,0.375,-5.0,A,WA_dia,,
7986,15,14,1/2,1/2,3/4,2,1,I6,,,,,c,III,,I6,I,,6.0,,,,,M,1,0,"1, -2, -3",,-3,1,0,3,0.0,0.0,0.5,0.0,0.0,I,!,,
7987,16,15,0,0,3/4,2,1,IV,,,,,c,III,,IV,IV,,,,,,,M,1,0,"-4, 0, -3",,-4,-4,1,2,0.3333333333333333,0.125,0.375,0.25,-1.0,S,S_dia,,
7988,16,15,1/4,1/4,3/4,2,1,V(9),,,,,c,III,,V(9),V,,,9.0,,,,M,1,0,"-2, 2, -1",0.0,-2,-2,0,3,0.0,0.0,0.5,0.0,2.0,A,WA_dia,,
7989,16,15,1/2,1/2,3/4,2,1,V7,,,,,c,III,,V7,V,,7.0,,,,,Mm7,1,0,"-2, 2, -1, -4",,-2,-2,0,3,0.0,0.0,0.5,0.0,0.0,I,!,,
7990,17,16,0,0,3/4,2,1,I|IAC}{,,,,,c,III,,I,I,,,,,IAC,}{,M,1,0,"-3, 1, -2",,-3,-3,1,2,0.3333333333333333,0.125,0.375,0.25,-1.0,S,S_dia,,
7991,17,16,1/4,1/4,3/4,2,1,I6,,,,,c,III,,I6,I,,6.0,,,,,M,1,0,"1, -2, -3",,-3,1,0,3,0.0,0.0,0.375,0.0,0.0,I,!,,
7992,17,16,1/2,1/2,3/4,2,1,i.iio6,,,,,c,i,,iio6,ii,o,6.0,,,,,o,1,1,"-1, -4, 2",,2,-1,0,2,0.0,0.0,0.25,0.0,5.0,A,WA_dia,,
7993,17,16,5/8,5/8,3/4,2,1,i6,,,,,c,i,,i6,i,,6.0,,,,,m,1,1,"-3, 1, 0",,0,-3,0,2,0.0,0.0,0.25,0.0,-2.0,A,WA_dia,,
7994,18,17,0,0,3/4,2,1,#viio65,,,,,c,i,,#viio65,#vii,o,65.0,,,,,o7,1,1,"2, -1, -4, 5",,5,2,0,3,0.0,0.0,0.5,0.0,5.0,A,WA_dia,,
7995,18,17,1/4,1/4,3/4,2,1,#viio(2),,,,,c,i,,#viio(2),#vii,o,,2.0,,,,o,1,1,"0, 2, -1",,5,0,0,3,0.0,0.0,0.5,0.0,0.0,I,!,,
7996,18,17,1/2,1/2,3/4,2,1,V6,,,,,c,i,,V6,V,,6.0,,,,,M,1,1,"5, 2, 1",,1,5,0,3,0.0,0.0,0.5,0.0,-4.0,S,S_dia,,
7997,19,18,0,0,3/4,2,1,i,,,,,c,i,,i,i,,,,,,,m,1,1,"0, -3, 1",,0,0,1,3,0.25,0.125,0.5,0.2,-1.0,S,S_dia,,
7998,19,18,3/8,3/8,3/4,2,1,III6/v,,,,,c,i,,III6/v,III,,6.0,,v,,,M,1,1,"2, -1, -2",,-2,2,0,2,0.0,0.0,0.25,0.0,-2.0,A,WA_dia,,
7999,19,18,1/2,1/2,3/4,2,1,iio6/v,,,,,c,i,,iio6/v,ii,o,6.0,,v,,,o,1,1,"0, -3, 3",,3,0,0,2,0.0,0.0,0.25,0.0,5.0,A,WA_dia,,
8000,19,18,5/8,5/8,3/4,2,1,i6/v,,,,,c,i,,i6/v,i,,6.0,,v,,,m,1,1,"-2, 2, 1",,1,-2,0,2,0.0,0.0,0.25,0.0,-2.0,A,WA_dia,,
8001,20,19,0,0,3/4,2,1,#viio65/v,,,,,c,i,,#viio65/v,#vii,o,65.0,,v,,,o7,1,1,"3, 0, -3, 6",,6,3,0,3,0.0,0.0,0.5,0.0,5.0,A,WA_dia,,
8002,20,19,1/4,1/4,3/4,2,1,#viio(2)/v,,,,,c,i,,#viio(2)/v,#vii,o,,2.0,v,,,o,1,1,"1, 3, 0",,6,1,0,3,0.0,0.0,0.5,0.0,0.0,I,!,,
8003,20,19,1/2,1/2,3/4,2,1,V6/v,,,,,c,i,,V6/v,V,,6.0,,v,,,M,1,1,"6, 3, 2",,2,6,0,3,0.0,0.0,0.5,0.0,-4.0,S,S_dia,,
8004,21,20,0,0,3/4,2,1,i/v},,,,,c,i,,i/v,i,,,,v,,},m,1,1,"1, -2, 2",,1,1,1,3,0.25,0.125,0.5,0.2,-1.0,S,S_dia,,
8005,21,20,3/8,3/8,3/4,2,1,i7/v{,,,,,c,i,,i7/v,i,,7.0,,v,,{,mm7,1,1,"1, -2, 2, -1",,1,1,0,2,0.0,0.0,0.25,0.0,0.0,I,!,,
8006,21,20,1/2,1/2,3/4,2,1,iio/v,,,,,c,i,,iio/v,ii,o,,,v,,,o,1,1,"3, 0, -3",,3,3,0,2,0.0,0.0,0.25,0.0,2.0,A,WA_dia,,
8007,21,20,5/8,5/8,3/4,2,1,i6/v,,,,,c,i,,i6/v,i,,6.0,,v,,,m,1,1,"-2, 2, 1",,1,-2,0,2,0.0,0.0,0.25,0.0,-2.0,A,WA_dia,,
8008,22,21,0,0,3/4,2,1,#viio65/ii,,,,,c,i,,#viio65/ii,#vii,o,65.0,,ii,,,o7,1,1,"4, 1, -2, 7",,7,4,0,3,0.0,0.0,0.5,0.0,6.0,S,S_chr,,
8009,22,21,1/4,1/4,3/4,2,1,#viio(2)/ii,,,,,c,i,,#viio(2)/ii,#vii,o,,2.0,ii,,,o,1,1,"2, 4, 1",,7,2,0,3,0.0,0.0,0.5,0.0,0.0,I,!,,
8010,22,21,1/2,1/2,3/4,2,1,V6/ii,,,,,c,i,,V6/ii,V,,6.0,,ii,,,M,1,1,"7, 4, 3",,3,7,0,3,0.0,0.0,0.5,0.0,-4.0,S,S_dia,,
8011,23,22,0,0,3/4,2,1,V(13)/v,0.0,-5.9848,/,,c,i,,V(13)/v,V,,,13.0,v,,,M,1,1,"2, 6, 3",-2.0,2,2,0,3,0.0,0.0,0.5,0.0,-1.0,S,S_dia,,
8012,23,22,1/4,1/4,3/4,2,1,V2/v,,,,,c,i,,V2/v,V,,2.0,,v,,,Mm7,1,1,"0, 2, 6, 3",,2,0,0,3,0.0,0.0,0.5,0.0,0.0,I,!,,
8013,23,22,1/2,1/2,3/4,2,1,i6/v,,,,,c,i,,i6/v,i,,6.0,,v,,,m,1,1,"-2, 2, 1",,1,-2,0,3,0.0,0.0,0.5,0.0,-1.0,S,S_dia,,
8014,24,23,0,0,3/4,2,1,ii%65/v,,,,,c,i,,ii%65/v,ii,%,65.0,,v,,,%7,1,1,"0, -3, 1, 3",,3,0,0,3,0.0,0.0,0.5,0.0,2.0,A,WA_dia,,
8015,24,23,1/4,1/4,3/4,2,1,V7(94)/v,,,,,c,i,,V7(94)/v,V,,7.0,94.0,v,,,Mm7,1,1,"2, 1, 3, 0",-3.0,2,2,0,3,0.0,0.0,0.5,0.0,-1.0,S,S_dia,,
8016,24,23,1/2,1/2,3/4,2,1,V7/v,,,,,c,i,,V7/v,V,,7.0,,v,,,Mm7,1,1,"2, 6, 3, 0",,2,2,0,3,0.0,0.0,0.5,0.0,0.0,I,!,,
8017,25,24,0,0,3/4,2,1,I/v|PAC},,,,,c,i,,I/v,I,,,,v,PAC,},M,1,1,"1, 5, 2",,1,1,0,4,0.0,0.0,1.5,0.0,-1.0,S,S_dia,,
8018,26,24,0,3/8,3/4,2,1,V43/V{,,,,,c,i,,V43/V,V,,43.0,,V,,{,Mm7,1,1,"3, 0, 2, 6",,2,3,0,3,0.0,0.0,0.375,0.0,1.0,W,WA_dia,,
8019,27,25,0,0,3/4,2,1,V,,,,,c,i,,V,V,,,,,,,M,1,1,"1, 5, 2",,1,1,0,3,0.0,0.0,0.5,0.0,-1.0,S,S_dia,,
8020,27,25,1/4,1/4,3/4,2,1,#viio7,,,,,c,i,,#viio7,#vii,o,7.0,,,,,o7,1,1,"5, 2, -1, -4",,5,5,0,3,0.0,0.0,0.5,0.0,4.0,W,WA_dia,,
8021,27,25,1/2,1/2,3/4,2,1,V43,,,,,c,i,,V43,V,,43.0,,,,,Mm7,1,1,"2, -1, 1, 5",,1,2,0,3,0.0,0.0,0.5,0.0,-4.0,S,S_dia,,
8022,28,26,0,0,3/4,2,1,i64,,,,,c,i,,i64,i,,64.0,,,,,m,1,1,"1, 0, -3",,0,1,0,3,0.0,0.0,0.5,0.0,-1.0,S,S_dia,,
8023,28,26,1/4,1/4,3/4,2,1,#viio64,,,,,c,i,,#viio64,#vii,o,64.0,,,,,o,1,1,"-1, 5, 2",,5,-1,0,3,0.0,0.0,0.5,0.0,5.0,A,WA_dia,,
8024,28,26,1/2,1/2,3/4,2,1,i6,,,,,c,i,,i6,i,,6.0,,,,,m,1,1,"-3, 1, 0",,0,-3,0,3,0.0,0.0,0.5,0.0,-5.0,A,WA_dia,,
8025,29,27,0,0,3/4,2,1,ii%65,,,,,c,i,,ii%65,ii,%,65.0,,,,,%7,1,1,"-1, -4, 0, 2",,2,-1,0,3,0.0,0.0,0.5,0.0,2.0,A,WA_dia,,
8026,29,27,1/4,1/4,3/4,2,1,V,,,,,c,i,,V,V,,,,,,,M,1,1,"1, 5, 2",,1,1,0,3,0.0,0.0,0.5,0.0,-1.0,S,S_dia,,
8027,29,27,1/2,1/2,3/4,2,1,V7,,,,,c,i,,V7,V,,7.0,,,,,Mm7,1,1,"1, 5, 2, -1",,1,1,1,2,0.3333333333333333,0.125,0.375,0.25,0.0,I,!,,
8028,30,28,0,0,3/4,2,1,i|IAC,,,,,c,i,,i,i,,,,,IAC,,m,1,1,"0, -3, 1",,0,0,1,2,0.3333333333333333,0.125,0.375,0.25,-1.0,S,S_dia,,
8029,30,28,1/4,1/4,3/4,2,1,i6}{,,,,,c,i,,i6,i,,6.0,,,,}{,m,1,1,"-3, 1, 0",,0,-3,0,3,0.0,0.0,0.5,0.0,0.0,I,!,,
8030,30,28,1/2,1/2,3/4,2,1,V7,,,,,c,i,,V7,V,,7.0,,,,,Mm7,1,1,"1, 5, 2, -1",,1,1,0,4,0.0,0.0,0.75,0.0,1.0,W,WA_dia,,
8031,31,29,0,0,3/4,2,1,i,,,,,c,i,,i,i,,,,,,,m,1,1,"0, -3, 1",,0,0,0,6,0.0,0.0,2.0,0.0,-1.0,S,S_dia,,
8032,31,29,1/2,1/2,3/4,2,1,i2,,,,,c,i,,i2,i,,2.0,,,,,mm7,1,1,"-2, 0, -3, 1",,0,-2,0,2,0.0,0.0,0.25,0.0,0.0,I,!,,
8033,32,30,0,0,3/4,2,1,VI,,,,,c,i,,VI,VI,,,,,,,M,1,1,"-4, 0, -3",,-4,-4,0,4,0.0,0.0,0.625,0.0,-4.0,S,S_dia,,
8034,32,30,1/4,1/4,3/4,2,1,iv,,,,,c,i,,iv,iv,,,,,,,m,1,1,"-1, -4, 0",,-1,-1,0,2,0.0,0.0,0.25,0.0,3.0,S,S_dia,,
8035,32,30,1/2,1/2,3/4,2,1,#viio/iv,0.0,-6.1,/,,c,i,,#viio/iv,#vii,o,,,iv,,,o,1,1,"4, 1, -2",,4,4,0,3,0.0,0.0,0.5,0.0,5.0,A,WA_dia,,
8036,33,31,0,0,3/4,2,1,iv,,,,,c,i,,iv,iv,,,,,,,m,1,1,"-1, -4, 0",,-1,-1,0,5,0.0,0.0,1.875,0.0,-5.0,A,WA_dia,,
8037,33,31,1/2,1/2,3/4,2,1,iv2,,,,,c,i,,iv2,iv,,2.0,,,,,mm7,1,1,"-3, -1, -4, 0",,-1,-3,0,2,0.0,0.0,0.25,0.0,0.0,I,!,,
8038,34,32,0,0,3/4,2,1,VI/iv,,,,,c,i,,VI/iv,VI,,,,iv,,,M,1,1,"-5, -1, -4",,-5,-5,1,3,0.25,0.125,1.125,0.1,-4.0,S,S_dia,,
8039,34,32,1/4,1/4,3/4,2,1,VI6/iv,,,,,c,i,,VI6/iv,VI,,6.0,,iv,,,M,1,1,"-1, -4, -5",,-5,-1,1,1,0.5,0.125,0.125,0.5,0.0,I,!,,
8040,34,32,1/2,1/2,3/4,2,1,VI/iv,,,,,c,i,,VI/iv,VI,,,,iv,,,M,1,1,"-5, -1, -4",,-5,-5,1,1,0.5,0.125,0.125,0.5,0.0,I,!,,
8041,35,33,0,0,3/4,2,1,iv43/iv,,,,,c,i,,iv43/iv,iv,,43.0,,iv,,,mm7,1,1,"-1, -4, -2, -5",,-2,-1,0,3,0.0,0.0,1.125,0.0,3.0,S,S_dia,,
8042,35,33,1/4,1/4,3/4,2,1,iio6/iv,,,,,c,i,,iio6/iv,ii,o,6.0,,iv,,,o,1,1,"-2, -5, 1",,1,-2,0,3,0.0,0.0,0.5,0.0,3.0,S,S_dia,,
8043,35,33,1/2,1/2,3/4,2,1,iv2/iv,,,,,c,i,,iv2/iv,iv,,2.0,,iv,,,mm7,1,1,"-4, -2, -5, -1",,-2,-4,0,3,0.0,0.0,0.5,0.0,-3.0,W,WA_dia,,
8044,36,34,0,0,3/4,2,1,ii%7/iv,,,,,c,i,,ii%7/iv,ii,%,7.0,,iv,,,%7,1,1,"1, -2, -5, -1",,1,1,0,4,0.0,0.0,1.25,0.0,3.0,S,S_dia,,
8045,36,34,1/4,1/4,3/4,2,1,#viio6/iv,,,,,c,i,,#viio6/iv,#vii,o,6.0,,iv,,,o,1,1,"1, -2, 4",,4,1,0,3,0.0,0.0,0.5,0.0,3.0,S,S_dia,,
8046,36,34,1/2,1/2,3/4,2,1,iv64/iv,,,,,c,i,,iv64/iv,iv,,64.0,,iv,,,m,1,1,"-1, -2, -5",,-2,-1,0,3,0.0,0.0,0.5,0.0,-6.0,W,WA_chr,,
8047,37,35,0,0,3/4,2,1,#viio7/iv,,,,,c,i,,#viio7/iv,#vii,o,7.0,,iv,,,o7,1,1,"4, 1, -2, -5",,4,4,0,4,0.0,0.0,0.75,0.0,6.0,S,S_chr,,
8048,37,35,1/4,1/4,3/4,2,1,V6/iv,,,,,c,i,,V6/iv,V,,6.0,,iv,,,M,1,1,"4, 1, 0",,0,4,0,4,0.0,0.0,0.75,0.0,-4.0,S,S_dia,,
8049,37,35,1/2,1/2,3/4,2,1,ii%43/iv,,,,,c,i,,ii%43/iv,ii,%,43.0,,iv,,,%7,1,1,"-5, -1, 1, -2",,1,-5,0,4,0.0,0.0,0.75,0.0,1.0,W,WA_dia,,
8050,38,36,0,0,3/4,2,1,V7(9)/iv,,,,,c,i,,V7(9)/iv,V,,7.0,9.0,iv,,,Mm7,1,1,"0, 4, 1, -2",-5.0,0,0,0,4,0.0,0.0,0.875,0.0,-1.0,S,S_dia,,
8051,38,36,1/4,1/4,3/4,2,1,V7/iv,,,,,c,i,,V7/iv,V,,7.0,,iv,,,Mm7,1,1,"0, 4, 1, -2",,0,0,0,3,0.0,0.0,0.375,0.0,0.0,I,!,,
8052,38,36,1/2,1/2,3/4,2,1,VI/iv,,,,,c,i,,VI/iv,VI,,,,iv,,,M,1,1,"-5, -1, -4",,-5,-5,1,2,0.3333333333333333,0.125,0.375,0.25,-5.0,A,WA_dia,,
8053,39,37,0,0,3/4,2,1,iv/iv,,,,,c,i,,iv/iv,iv,,,,iv,,,m,1,1,"-2, -5, -1",,-2,-2,0,3,0.0,0.0,0.5,0.0,3.0,S,S_dia,,
8054,39,37,1/4,1/4,3/4,2,1,V(64)/iv,,,,,c,i,,V(64)/iv,V,,,64.0,iv,,,M,1,1,"0, -1, -4",,0,0,0,2,0.0,0.0,0.5,0.0,2.0,A,WA_dia,,
8055,39,37,1/2,1/2,3/4,2,1,V/iv,,,,,c,i,,V/iv,V,,,,iv,,,M,1,1,"0, 4, 1",,0,0,1,2,0.3333333333333333,0.125,0.375,0.25,0.0,I,!,,
8056,40,38,0,0,3/4,2,1,i/iv|PAC}{,,,,,c,i,,i/iv,i,,,,iv,PAC,}{,m,1,1,"-1, -4, 0",,-1,-1,1,5,0.1666666666666666,0.125,0.875,0.125,-1.0,S,S_dia,,
8057,40,38,1/2,1/2,3/4,2,1,iv65,,,,,c,i,,iv65,iv,,65.0,,,,,mm7,1,1,"-4, 0, -3, -1",,-1,-4,0,3,0.0,0.0,0.5,0.0,0.0,I,!,,
8058,41,39,0,0,3/4,2,1,V7/III,,,,,c,i,,V7/III,V,,7.0,,III,,,Mm7,1,1,"-2, 2, -1, -4",,-2,-2,0,4,0.0,0.0,0.5,0.0,-1.0,S,S_dia,,
8059,41,39,1/4,1/4,3/4,2,1,viio6/III,,,,,c,i,,viio6/III,vii,o,6.0,,III,,,o,1,1,"-1, -4, 2",,2,-1,0,2,0.0,0.0,0.25,0.0,4.0,W,WA_dia,,
8060,41,39,3/8,3/8,3/4,2,1,III,,,,,c,i,,III,III,,,,,,,M,1,1,"-3, 1, -2",,-3,-3,0,2,0.0,0.0,0.25,0.0,-5.0,A,WA_dia,,
8061,41,39,1/2,1/2,3/4,2,1,viio/III,,,,,c,i,,viio/III,vii,o,,,III,,,o,1,1,"2, -1, -4",,2,2,1,2,0.3333333333333333,0.125,0.375,0.25,5.0,A,WA_dia,,
8062,42,40,0,0,3/4,2,1,V7/III,,,,,c,i,,V7/III,V,,7.0,,III,,,Mm7,1,1,"-2, 2, -1, -4",,-2,-2,0,3,0.0,0.0,0.5,0.0,-4.0,S,S_dia,,
8063,42,40,1/4,1/4,3/4,2,1,III6,,,,,c,i,,III6,III,,6.0,,,,,M,1,1,"1, -2, -3",,-3,1,1,2,0.3333333333333333,0.125,0.375,0.25,-1.0,S,S_dia,,
8064,42,40,1/2,1/2,3/4,2,1,V/III,,,,,c,i,,V/III,V,,,,III,,,M,1,1,"-2, 2, -1",,-2,-2,1,2,0.3333333333333333,0.125,0.375,0.25,1.0,W,WA_dia,,
8065,43,41,0,0,3/4,2,1,i7,,,,,c,i,,i7,i,,7.0,,,,,mm7,1,1,"0, -3, 1, -2",,0,0,0,4,0.0,0.0,0.5,0.0,2.0,A,WA_dia,,
8066,43,41,1/4,1/4,3/4,2,1,III6,,,,,c,i,,III6,III,,6.0,,,,,M,1,1,"1, -2, -3",,-3,1,0,2,0.0,0.0,0.25,0.0,-3.0,W,WA_dia,,
8067,43,41,3/8,3/8,3/4,2,1,viio6/III,,,,ii/III,c,i,,viio6/III,vii,o,6.0,,III,,,o,1,1,"-1, -4, 2",,2,-1,0,2,0.0,0.0,0.25,0.0,5.0,A,WA_dia,,
8068,43,41,1/2,1/2,3/4,2,1,III,,,,,c,i,,III,III,,,,,,,M,1,1,"-3, 1, -2",,-3,-3,1,2,0.3333333333333333,0.125,0.375,0.25,-5.0,A,WA_dia,,
8069,44,42,0,0,3/4,2,1,i7,,,,,c,i,,i7,i,,7.0,,,,,mm7,1,1,"0, -3, 1, -2",,0,0,0,3,0.0,0.0,0.5,0.0,3.0,S,S_dia,,
8070,44,42,1/4,1/4,3/4,2,1,VI,,,,,c,i,,VI,VI,,,,,,,M,1,1,"-4, 0, -3",,-4,-4,1,2,0.3333333333333333,0.125,0.375,0.25,-4.0,S,S_dia,,
8071,44,42,1/2,1/2,3/4,2,1,VI6,,,,i(6),c,i,,VI6,VI,,6.0,,,,,M,1,1,"0, -3, -4",,-4,0,0,2,0.0,0.0,0.375,0.0,0.0,I,!,,
8072,44,42,5/8,5/8,3/4,2,1,i,,,,,c,i,,i,i,,,,,,,m,1,1,"0, -3, 1",,0,0,0,1,0.0,0.0,0.125,0.0,4.0,W,WA_dia,,
8073,45,43,0,0,3/4,2,1,#viio6,,,,,c,i,,#viio6,#vii,o,6.0,,,,,o,1,1,"2, -1, 5",,5,2,0,3,0.0,0.0,0.5,0.0,5.0,A,WA_dia,,
8074,45,43,1/4,1/4,3/4,2,1,#viio,,,,,c,i,,#viio,#vii,o,,,,,,o,1,1,"5, 2, -1",,5,5,1,2,0.3333333333333333,0.125,0.375,0.25,0.0,I,!,,
8075,45,43,1/2,1/2,3/4,2,1,#viio6,,,,,c,i,,#viio6,#vii,o,6.0,,,,,o,1,1,"2, -1, 5",,5,2,1,2,0.3333333333333333,0.125,0.375,0.25,0.0,I,!,,
