,mc,mn,mc_onset,mn_onset,timesig,staff,voice,label,offset_x,offset_y,offset,alt_label,globalkey,localkey,pedal,chord,numeral,form,figbass,changes,relativeroot,cadence,phraseend,chord_type,globalkey_is_minor,localkey_is_minor,chord_tones,added_tones,root,bass_note,n_colored,n_untouched,count_ratio,dur_colored,dur_untouched,dur_ratio,root_diff,progression_type_simple,progression_type_fine,volta,minDistance
0,1,1,0,0,12/8,2,1,A.I{,,,,,A,I,,I,I,,,,,,{,M,0,0,"3, 7, 4",,3,3,2,4,0.3333333333333333,0.125,0.25,0.3333333333333333,,,,,
1,1,1,3/8,3/8,12/8,2,1,V7,,,,,A,I,,V7,V,,7.0,,,,,Mm7,0,0,"4, 8, 5, 2",,4,4,1,5,0.1666666666666666,0.0625,0.3125,0.1666666666666666,1.0,W,WA_dia,,
2,1,1,3/4,3/4,12/8,2,1,I,,,,,A,I,,I,I,,,,,,,M,0,0,"3, 7, 4",,3,3,2,4,0.3333333333333333,0.125,0.25,0.3333333333333333,-1.0,S,S_dia,,
3,1,1,9/8,9/8,12/8,2,1,V7,,,,,A,I,,V7,V,,7.0,,,,,Mm7,0,0,"4, 8, 5, 2",,4,4,1,5,0.1666666666666666,0.0625,0.3125,0.1666666666666666,1.0,W,WA_dia,,
4,2,2,0,0,12/8,2,1,I,,,,,A,I,,I,I,,,,,,,M,0,0,"3, 7, 4",,3,3,3,3,0.5,0.1875,0.1875,0.5,-1.0,S,S_dia,,
5,2,2,3/8,3/8,12/8,2,1,V,,,,,A,I,,V,V,,,,,,,M,0,0,"4, 8, 5",,4,4,1,5,0.1666666666666666,0.0625,0.3125,0.1666666666666666,1.0,W,WA_dia,,
6,2,2,3/4,3/4,12/8,2,1,I,,,,,A,I,,I,I,,,,,,,M,0,0,"3, 7, 4",,3,3,3,4,0.4285714285714285,0.1875,0.6875,0.2142857142857142,-1.0,S,S_dia,,
7,2,2,9/8,9/8,12/8,2,1,I6,,,,,A,I,,I6,I,,6.0,,,,,M,0,0,"7, 4, 3",,3,7,2,7,0.2222222222222222,0.125,1.4375,0.08,0.0,I,!,,
8,3,3,0,0,12/8,2,1,I}{,,,,,A,I,,I,I,,,,,,}{,M,0,0,"3, 7, 4",,3,3,7,11,0.3888888888888889,0.875,2.375,0.2692307692307692,0.0,I,!,,
9,3,3,11/8,11/8,12/8,2,1,IV,,,,,A,I,,IV,IV,,,,,,,M,0,0,"2, 6, 3",,2,2,0,2,0.0,0.0,0.25,0.0,-1.0,S,S_dia,,
10,4,4,0,0,12/8,2,1,I6,,,,,A,I,,I6,I,,6.0,,,,,M,0,0,"7, 4, 3",,3,7,2,5,0.2857142857142857,0.25,1.0,0.2,1.0,W,WA_dia,,
11,4,4,5/8,5/8,12/8,2,1,IV,,,,,A,I,,IV,IV,,,,,,,M,0,0,"2, 6, 3",,2,2,0,2,0.0,0.0,0.25,0.0,-1.0,S,S_dia,,
12,4,4,3/4,3/4,12/8,2,1,V,,,,,A,I,,V,V,,,,,,,M,0,0,"4, 8, 5",,4,4,3,5,0.375,0.375,1.625,0.1875,2.0,A,WA_dia,,
13,4,4,11/8,11/8,12/8,2,1,I,,,,,A,I,,I,I,,,,,,,M,0,0,"3, 7, 4",,3,3,0,2,0.0,0.0,0.25,0.0,-1.0,S,S_dia,,
14,5,5,0,0,12/8,2,1,V6,,,,,A,I,,V6,V,,6.0,,,,,M,0,0,"8, 5, 4",,4,8,4,6,0.4,0.5,1.5,0.25,1.0,W,WA_dia,,
15,5,5,5/8,5/8,12/8,2,1,V,,,,,A,I,,V,V,,,,,,,M,0,0,"4, 8, 5",,4,4,0,2,0.0,0.0,0.25,0.0,0.0,I,!,,
16,5,5,3/4,3/4,12/8,2,1,I}{,,,,,A,I,,I,I,,,,,,}{,M,0,0,"3, 7, 4",,3,3,3,6,0.3333333333333333,0.375,1.875,0.1666666666666666,-1.0,S,S_dia,,
17,5,5,11/8,11/8,12/8,2,1,IV,,,,,A,I,,IV,IV,,,,,,,M,0,0,"2, 6, 3",,2,2,0,2,0.0,0.0,0.25,0.0,-1.0,S,S_dia,,
18,6,6,0,0,12/8,2,1,V65/IV,,,,,A,I,,V65/IV,V,,65.0,,IV,,,Mm7,0,0,"7, 4, 1, 3",,3,7,2,8,0.2,0.25,2.0,0.1111111111111111,1.0,W,WA_dia,,
19,6,6,5/8,5/8,12/8,2,1,V/IV,,,,,A,I,,V/IV,V,,,,IV,,,M,0,0,"3, 7, 4",,3,3,0,2,0.0,0.0,0.25,0.0,0.0,I,!,,
20,6,6,3/4,3/4,12/8,2,1,IV,,,,,A,I,,IV,IV,,,,,,,M,0,0,"2, 6, 3",,2,2,2,5,0.2857142857142857,0.25,1.625,0.1333333333333333,-1.0,S,S_dia,,
21,6,6,9/8,9/8,12/8,2,1,IV6,,,,,A,I,,IV6,IV,,6.0,,,,,M,0,0,"6, 3, 2",,2,6,3,2,0.6,0.375,0.375,0.5,0.0,I,!,,
22,7,7,0,0,12/8,2,1,V.viio,,,,,A,V,,viio,vii,o,,,,,,o,0,0,"9, 6, 3",,9,9,1,4,0.2,0.125,0.625,0.1666666666666666,7.0,I,WA_chr,,
23,7,7,3/8,3/8,12/8,2,1,V6,,,,,A,V,,V6,V,,6.0,,,,,M,0,0,"9, 6, 5",,5,9,1,2,0.3333333333333333,0.125,0.375,0.25,-4.0,S,S_dia,,
24,7,7,5/8,5/8,12/8,2,1,V7,,,,,A,V,,V7,V,,7.0,,,,,Mm7,0,0,"5, 9, 6, 3",,5,5,0,2,0.0,0.0,0.25,0.0,0.0,I,!,,
25,7,7,3/4,3/4,12/8,2,1,I,,,,,A,V,,I,I,,,,,,,M,0,0,"4, 8, 5",,4,4,3,5,0.375,0.375,1.625,0.1875,-1.0,S,S_dia,,
26,7,7,11/8,11/8,12/8,2,1,IV,0.0,-8.0,/,,A,V,,IV,IV,,,,,,,M,0,0,"3, 7, 4",,3,3,0,2,0.0,0.0,0.25,0.0,-1.0,S,S_dia,,
27,8,8,0,0,12/8,2,1,I6,,,,,A,V,,I6,I,,6.0,,,,,M,0,0,"8, 5, 4",,4,8,1,6,0.1428571428571428,0.125,1.25,0.0909090909090909,1.0,W,WA_dia,,
28,8,8,3/8,3/8,12/8,2,1,ii65,,,,,A,V,,ii65,ii,,65.0,,,,,mm7,0,0,"3, 7, 4, 6",,6,3,1,5,0.1666666666666666,0.125,0.875,0.125,2.0,A,WA_dia,,
29,8,8,3/4,3/4,12/8,2,1,V,,,,,A,V,,V,V,,,,,,,M,0,0,"5, 9, 6",,5,5,2,5,0.2857142857142857,0.25,0.75,0.25,-1.0,S,S_dia,,
30,8,8,9/8,9/8,12/8,2,1,V6,,,,,A,V,,V6,V,,6.0,,,,,M,0,0,"9, 6, 5",,5,9,2,3,0.4,0.25,0.625,0.2857142857142857,0.0,I,!,,
31,8,8,11/8,11/8,12/8,2,1,V7,,,,,A,V,,V7,V,,7.0,,,,,Mm7,0,0,"5, 9, 6, 3",,5,5,0,2,0.0,0.0,0.25,0.0,0.0,I,!,,
32,9,9,0,0,12/8,2,1,I(9),,,,,A,V,,I(9),I,,,9,,,,M,0,0,"4, 8, 5",6.0,4,4,0,3,0.0,0.0,0.625,0.0,-1.0,S,S_dia,,
33,9,9,1/8,1/8,12/8,2,1,I6,,,,,A,V,,I6,I,,6.0,,,,,M,0,0,"8, 5, 4",,4,8,0,2,0.0,0.0,0.25,0.0,0.0,I,!,,
34,9,9,1/4,1/4,12/8,2,1,IVM7,,,,,A,V,,IVM7,IV,M,7.0,,,,,MM7,0,0,"3, 7, 4, 8",,3,3,0,2,0.0,0.0,0.25,0.0,-1.0,S,S_dia,,
35,9,9,3/8,3/8,12/8,2,1,V(4),,,,,A,V,,V(4),V,,,4,,,,M,0,0,"5, 4, 6",,5,5,1,4,0.2,0.125,0.75,0.1428571428571428,2.0,A,WA_dia,,
36,9,9,5/8,5/8,12/8,2,1,V,,,,,A,V,,V,V,,,,,,,M,0,0,"5, 9, 6",,5,5,0,2,0.0,0.0,0.25,0.0,0.0,I,!,,
37,9,9,3/4,3/4,12/8,2,1,I[I|PAC}{,,,,,A,V,I,I,I,,,,,PAC,}{,M,0,0,"4, 8, 5",,4,4,3,3,0.5,0.375,1.625,0.1875,-1.0,S,S_dia,,
38,9,9,9/8,9/8,12/8,2,1,I6,,,,,A,V,I,I6,I,,6.0,,,,,M,0,0,"8, 5, 4",,4,8,1,2,0.3333333333333333,0.125,0.375,0.25,0.0,I,!,,
39,9,9,11/8,11/8,12/8,2,1,IV,-1.0,-5.0,/,,A,V,I,IV,IV,,,,,,,M,0,0,"3, 7, 4",,3,3,0,2,0.0,0.0,0.25,0.0,-1.0,S,S_dia,,
40,10,10,0,0,12/8,2,1,I,,,,,A,V,I,I,I,,,,,,,M,0,0,"4, 8, 5",,4,4,1,4,0.2,0.125,1.375,0.0833333333333333,1.0,W,WA_dia,,
41,10,10,1/4,1/4,12/8,2,1,IV6,,,,,A,V,I,IV6,IV,,6.0,,,,,M,0,0,"7, 4, 3",,3,7,0,2,0.0,0.0,0.25,0.0,-1.0,S,S_dia,,
42,10,10,3/8,3/8,12/8,2,1,I,,,,,A,V,I,I,I,,,,,,,M,0,0,"4, 8, 5",,4,4,1,2,0.3333333333333333,0.125,0.375,0.25,1.0,W,WA_dia,,
43,10,10,5/8,5/8,12/8,2,1,ii6,,,,viio64,A,V,I,ii6,ii,,6.0,,,,,m,0,0,"3, 7, 6",,6,3,0,2,0.0,0.0,0.25,0.0,2.0,A,WA_dia,,
44,10,10,3/4,3/4,12/8,2,1,I],,,,,A,V,I,I,I,,,,,,,M,0,0,"4, 8, 5",,4,4,1,3,0.25,0.125,1.125,0.1,-2.0,A,WA_dia,,
45,10,10,1,1,12/8,2,1,IV6,,,,,A,V,,IV6,IV,,6.0,,,,,M,0,0,"7, 4, 3",,3,7,0,2,0.0,0.0,0.25,0.0,-1.0,S,S_dia,,
46,10,10,9/8,9/8,12/8,2,1,V(64),,,,,A,V,,V(64),V,,,64,,,,M,0,0,"5, 4, 8",,5,5,1,2,0.3333333333333333,0.125,0.375,0.25,2.0,A,WA_dia,,
47,10,10,11/8,11/8,12/8,2,1,ii65,-1.1,-8.0,/,,A,V,,ii65,ii,,65.0,,,,,mm7,0,0,"3, 7, 4, 6",,6,3,0,2,0.0,0.0,0.25,0.0,1.0,W,WA_dia,,
48,11,11,0,0,12/8,2,1,I6,,,,,A,V,,I6,I,,6.0,,,,,M,0,0,"8, 5, 4",,4,8,1,3,0.25,0.125,1.125,0.1,-2.0,A,WA_dia,,
49,11,11,1/4,1/4,12/8,2,1,IV,,,,,A,V,,IV,IV,,,,,,,M,0,0,"3, 7, 4",,3,3,0,2,0.0,0.0,0.25,0.0,-1.0,S,S_dia,,
50,11,11,3/8,3/8,12/8,2,1,I6,,,,,A,V,,I6,I,,6.0,,,,,M,0,0,"8, 5, 4",,4,8,0,2,0.0,0.0,0.25,0.0,1.0,W,WA_dia,,
51,11,11,1/2,1/2,12/8,2,1,V7/IV,,,,,A,V,,V7/IV,V,,7.0,,IV,,,Mm7,0,0,"4, 8, 5, 2",,4,4,2,2,0.5,0.25,0.25,0.5,0.0,I,!,,
52,11,11,3/4,3/4,12/8,2,1,IV6/IV,,,,,A,V,,IV6/IV,IV,,6.0,,IV,,,M,0,0,"6, 3, 2",,2,6,2,4,0.3333333333333333,0.25,0.5,0.3333333333333333,-2.0,A,WA_dia,,
53,11,11,9/8,9/8,12/8,2,1,V65/IV,,,,,A,V,,V65/IV,V,,65.0,,IV,,,Mm7,0,0,"8, 5, 2, 4",,4,8,2,4,0.3333333333333333,0.25,0.5,0.3333333333333333,2.0,A,WA_dia,,
54,12,12,0,0,12/8,2,1,I.I,,,,,A,I,,I,I,,,,,,,M,0,0,"3, 7, 4",,3,3,3,3,0.5,0.375,1.125,0.25,-1.0,S,S_dia,,
55,12,12,3/8,3/8,12/8,2,1,V7/IV,,,,,A,I,,V7/IV,V,,7.0,,IV,,,Mm7,0,0,"3, 7, 4, 1",,3,3,2,4,0.3333333333333333,0.25,0.5,0.3333333333333333,0.0,I,!,,
56,12,12,3/4,3/4,12/8,2,1,IV6/IV,,,,,A,I,,IV6/IV,IV,,6.0,,IV,,,M,0,0,"5, 2, 1",,1,5,2,5,0.2857142857142857,0.25,0.875,0.2222222222222222,-2.0,A,WA_dia,,
57,12,12,9/8,9/8,12/8,2,1,V65/IV,,,,,A,I,,V65/IV,V,,65.0,,IV,,,Mm7,0,0,"7, 4, 1, 3",,3,7,2,5,0.2857142857142857,0.25,0.875,0.2222222222222222,2.0,A,WA_dia,,
58,13,13,0,0,12/8,2,1,IV(9),,,,,A,I,,IV(9),IV,,,9,,,,M,0,0,"2, 6, 3",4.0,2,2,1,6,0.1428571428571428,0.125,1.0,0.1111111111111111,-1.0,S,S_dia,,
59,13,13,3/8,3/8,12/8,2,1,viio,,,,,A,I,,viio,vii,o,,,,,,o,0,0,"8, 5, 2",,8,8,1,4,0.2,0.125,1.0,0.1111111111111111,6.0,S,S_chr,,
60,13,13,3/4,3/4,12/8,2,1,vi.V65,,,,,A,vi,,V65,V,,65.0,,,,,Mm7,0,1,"11, 8, 5, 7",,7,11,1,4,0.2,0.125,1.0,0.1111111111111111,-1.0,S,S_dia,,
61,13,13,9/8,9/8,12/8,2,1,i,,,,,A,vi,,i,i,,,,,,,m,0,1,"6, 3, 7",,6,6,1,4,0.2,0.125,0.625,0.1666666666666666,-1.0,S,S_dia,,
62,13,13,11/8,11/8,12/8,2,1,iio64,,,,,A,vi,,iio64,ii,o,64.0,,,,,o,0,1,"2, 8, 5",,8,2,0,3,0.0,0.0,0.375,0.0,2.0,A,WA_dia,,
63,14,14,0,0,12/8,2,1,V7,,,,,A,vi,,V7,V,,7.0,,,,,Mm7,0,1,"7, 11, 8, 5",,7,7,4,14,0.2222222222222222,0.5,4.0,0.1111111111111111,-1.0,S,S_dia,,
64,15,15,0,0,12/8,2,1,VI,,,,,A,vi,,VI,VI,,,,,,,M,0,1,"2, 6, 3",,2,2,1,4,0.2,0.125,1.0,0.1111111111111111,-5.0,A,WA_dia,,
65,15,15,3/8,3/8,12/8,2,1,V65/VII,,,,,A,vi,,V65/VII,V,,65.0,,VII,,,Mm7,0,1,"9, 6, 3, 5",,5,9,1,4,0.2,0.125,1.0,0.1111111111111111,3.0,S,S_dia,,
66,15,15,3/4,3/4,12/8,2,1,VII,,,,,A,vi,,VII,VII,,,,,,,M,0,1,"4, 8, 5",,4,4,2,3,0.4,0.25,0.875,0.2222222222222222,-1.0,S,S_dia,,
67,15,15,9/8,9/8,12/8,2,1,V65,,,,,A,vi,,V65,V,,65.0,,,,,Mm7,0,1,"11, 8, 5, 7",,7,11,1,6,0.1428571428571428,0.125,1.0,0.1111111111111111,3.0,S,S_dia,,
68,16,16,0,0,12/8,2,1,i,,,,,A,vi,,i,i,,,,,,,m,0,1,"6, 3, 7",,6,6,1,3,0.25,0.125,0.75,0.1428571428571428,-1.0,S,S_dia,,
69,16,16,1/4,1/4,12/8,2,1,ii%65,,,,,A,vi,,ii%65,ii,%,65.0,,,,,%7,0,1,"5, 2, 6, 8",,8,5,0,2,0.0,0.0,0.25,0.0,2.0,A,WA_dia,,
70,16,16,3/8,3/8,12/8,2,1,V(4),,,,,A,vi,,V(4),V,,,4,,,,M,0,1,"7, 6, 8",,7,7,0,4,0.0,0.0,0.875,0.0,-1.0,S,S_dia,,
71,16,16,5/8,5/8,12/8,2,1,V(+4),,,,,A,vi,,V(+4),V,,,+4,,,,M,0,1,"7, 11, 8",6.0,7,7,0,2,0.0,0.0,0.25,0.0,0.0,I,!,,
72,16,16,3/4,3/4,12/8,2,1,i[i|PAC}{,,,,,A,vi,i,i,i,,,,,PAC,}{,m,0,1,"6, 3, 7",,6,6,3,5,0.375,0.375,1.75,0.1764705882352941,-1.0,S,S_dia,,
73,16,16,9/8,9/8,12/8,2,1,I,,,,,A,vi,i,I,I,,,,,,,M,0,1,"6, 10, 7",,6,6,1,3,0.25,0.125,0.75,0.1428571428571428,0.0,I,!,,
74,16,16,11/8,11/8,12/8,2,1,iv,,,,,A,vi,i,iv,iv,,,,,,,m,0,1,"5, 2, 6",,5,5,0,2,0.0,0.0,0.25,0.0,-1.0,S,S_dia,,
75,17,17,0,0,12/8,2,1,I,,,,,A,vi,i,I,I,,,,,,,M,0,1,"6, 10, 7",,6,6,1,4,0.2,0.125,1.375,0.0833333333333333,1.0,W,WA_dia,,
76,17,17,1/4,1/4,12/8,2,1,iv6,,,,,A,vi,i,iv6,iv,,6.0,,,,,m,0,1,"2, 6, 5",,5,2,0,2,0.0,0.0,0.25,0.0,-1.0,S,S_dia,,
77,17,17,3/8,3/8,12/8,2,1,I,,,,,A,vi,i,I,I,,,,,,,M,0,1,"6, 10, 7",,6,6,1,2,0.3333333333333333,0.125,0.375,0.25,1.0,W,WA_dia,,
78,17,17,5/8,5/8,12/8,2,1,iio,,,,,A,vi,i,iio,ii,o,,,,,,o,0,1,"8, 5, 2",,8,8,0,2,0.0,0.0,0.25,0.0,2.0,A,WA_dia,,
79,17,17,3/4,3/4,12/8,2,1,I,,,,,A,vi,i,I,I,,,,,,,M,0,1,"6, 10, 7",,6,6,1,3,0.25,0.125,1.75,0.0666666666666666,-2.0,A,WA_dia,,
80,17,17,1,1,12/8,2,1,iv,,,,,A,vi,i,iv,iv,,,,,,,m,0,1,"5, 2, 6",,5,5,0,2,0.0,0.0,0.25,0.0,-1.0,S,S_dia,,
81,17,17,9/8,9/8,12/8,2,1,I,,,,,A,vi,i,I,I,,,,,,,M,0,1,"6, 10, 7",,6,6,1,2,0.3333333333333333,0.125,0.375,0.25,1.0,W,WA_dia,,
82,17,17,11/8,11/8,12/8,2,1,ii%7,-2.0,-5.0,/,,A,vi,i,ii%7,ii,%,7.0,,,,,%7,0,1,"8, 5, 2, 6",,8,8,0,2,0.0,0.0,0.25,0.0,2.0,A,WA_dia,,
83,18,18,0,0,12/8,2,1,I],,,,,A,vi,i,I,I,,,,,,,M,0,1,"6, 10, 7",,6,6,1,4,0.2,0.125,0.875,0.125,-2.0,A,WA_dia,,
84,18,18,1/4,1/4,12/8,2,1,ii.#viio64,,,,,A,ii,,#viio64,#vii,o,64.0,,,,,o,0,1,"4, 10, 7",,10,4,0,2,0.0,0.0,0.25,0.0,4.0,W,WA_dia,,
85,18,18,3/8,3/8,12/8,2,1,i6,,,,,A,ii,,i6,i,,6.0,,,,,m,0,1,"2, 6, 5",,5,2,1,2,0.3333333333333333,0.125,0.375,0.25,-5.0,A,WA_dia,,
86,18,18,5/8,5/8,12/8,2,1,#viio6,,,,,A,ii,,#viio6,#vii,o,6.0,,,,,o,0,1,"7, 4, 10",,10,7,0,2,0.0,0.0,0.25,0.0,5.0,A,WA_dia,,
87,18,18,3/4,3/4,12/8,2,1,i,,,,,A,ii,,i,i,,,,,,,m,0,1,"5, 2, 6",,5,5,1,4,0.2,0.125,1.25,0.0909090909090909,-5.0,A,WA_dia,,
88,18,18,9/8,9/8,12/8,2,1,i6,,,,,A,ii,,i6,i,,6.0,,,,,m,0,1,"2, 6, 5",,5,2,1,2,0.3333333333333333,0.125,0.25,0.3333333333333333,0.0,I,!,,
89,19,19,0,0,12/8,2,1,VI,,,,,A,ii,,VI,VI,,,,,,,M,0,1,"1, 5, 2",,1,1,1,3,0.25,0.125,0.625,0.1666666666666666,-4.0,S,S_dia,,
90,19,19,3/8,3/8,12/8,2,1,iv,,,,,A,ii,,iv,iv,,,,,,,m,0,1,"4, 1, 5",,4,4,1,3,0.25,0.125,0.625,0.1666666666666666,3.0,S,S_dia,,
91,19,19,3/4,3/4,12/8,2,1,ii,,,,,A,ii,,ii,ii,,,,,,,m,0,1,"7, 4, 8",,7,7,4,3,0.5714285714285714,1.125,0.375,0.75,3.0,S,S_dia,,
92,20,20,0,0,12/8,2,1,V,,,,,A,ii,,V,V,,,,,,,M,0,1,"6, 10, 7",,6,6,2,5,0.2857142857142857,0.25,1.25,0.1666666666666666,-1.0,S,S_dia,,
93,20,20,3/8,3/8,12/8,2,1,i,,,,,A,ii,,i,i,,,,,,,m,0,1,"5, 2, 6",,5,5,0,2,0.0,0.0,0.25,0.0,-1.0,S,S_dia,,
94,20,20,1/2,1/2,12/8,2,1,V65,,,,,A,ii,,V65,V,,65.0,,,,,Mm7,0,1,"10, 7, 4, 6",,6,10,0,4,0.0,0.0,0.5,0.0,1.0,W,WA_dia,,
95,20,20,3/4,3/4,12/8,2,1,i6,,,,,A,ii,,i6,i,,6.0,,,,,m,0,1,"2, 6, 5",,5,2,3,5,0.375,0.375,1.375,0.2142857142857142,-1.0,S,S_dia,,
96,20,20,11/8,11/8,12/8,2,1,V65/iv,-2.0,-6.6,/,,A,ii,,V65/iv,V,,65.0,,iv,,,Mm7,0,1,"9, 6, 3, 5",,5,9,0,2,0.0,0.0,0.25,0.0,0.0,I,!,,
97,21,21,0,0,12/8,2,1,iv,,,,,A,ii,,iv,iv,,,,,,,m,0,1,"4, 1, 5",,4,4,2,3,0.4,0.25,1.0,0.2,-1.0,S,S_dia,,
98,21,21,1/4,1/4,12/8,2,1,iv6,,,,,A,ii,,iv6,iv,,6.0,,,,,m,0,1,"1, 5, 4",,4,1,0,2,0.0,0.0,0.25,0.0,0.0,I,!,,
99,21,21,3/8,3/8,12/8,2,1,i64,,,,,A,ii,,i64,i,,64.0,,,,,m,0,1,"6, 5, 2",,5,6,0,2,0.0,0.0,0.25,0.0,1.0,W,WA_dia,,
100,21,21,1/2,1/2,12/8,2,1,ii%65/iv,,,,,A,ii,,ii%65/iv,ii,%,65.0,,iv,,,%7,0,1,"3, 0, 4, 6",,6,3,2,2,0.5,0.25,0.25,0.5,1.0,W,WA_dia,,
101,21,21,3/4,3/4,12/8,2,1,i6,,,,,A,ii,,i6,i,,6.0,,,,,m,0,1,"2, 6, 5",,5,2,0,4,0.0,0.0,0.875,0.0,-1.0,S,S_dia,,
102,21,21,1,1,12/8,2,1,iv,,,,,A,ii,,iv,iv,,,,,,,m,0,1,"4, 1, 5",,4,4,0,2,0.0,0.0,0.25,0.0,-1.0,S,S_dia,,
103,21,21,9/8,9/8,12/8,2,1,V,,,,,A,ii,,V,V,,,,,,,M,0,1,"6, 10, 7",,6,6,3,4,0.4285714285714285,0.375,0.75,0.3333333333333333,2.0,A,WA_dia,,
104,22,22,0,0,12/8,2,1,I.V6/V|EC}{,,,,,A,I,,V6/V,V,,6.0,,V,EC,}{,M,0,0,"9, 6, 5",,5,9,3,5,0.375,0.375,1.625,0.1875,-1.0,S,S_dia,,
105,22,22,5/8,5/8,12/8,2,1,V,,,,,A,I,,V,V,,,,,,,M,0,0,"4, 8, 5",,4,4,0,2,0.0,0.0,0.25,0.0,-1.0,S,S_dia,,
106,22,22,3/4,3/4,12/8,2,1,V64/V,,,,,A,I,,V64/V,V,,64.0,,V,,,M,0,0,"6, 5, 9",,5,6,1,4,0.2,0.125,0.75,0.1428571428571428,1.0,W,WA_dia,,
107,22,22,1,1,12/8,2,1,V2/V,,,,,A,I,,V2/V,V,,2.0,,V,,,Mm7,0,0,"3, 5, 9, 6",,5,3,0,2,0.0,0.0,0.25,0.0,0.0,I,!,,
108,22,22,9/8,9/8,12/8,2,1,V6,,,,,A,I,,V6,V,,6.0,,,,,M,0,0,"8, 5, 4",,4,8,2,3,0.4,0.25,0.5,0.3333333333333333,-1.0,S,S_dia,,
109,22,22,11/8,11/8,12/8,2,1,viio6/V,0.0,-5.0,/,,A,I,,viio6/V,vii,o,6.0,,V,,,o,0,0,"6, 3, 9",,9,6,0,3,0.0,0.0,0.375,0.0,5.0,A,WA_dia,,
110,23,23,0,0,12/8,2,1,V,,,,,A,I,,V,V,,,,,,,M,0,0,"4, 8, 5",,4,4,1,4,0.2,0.125,0.75,0.1428571428571428,-5.0,A,WA_dia,,
111,23,23,1/4,1/4,12/8,2,1,V6,,,,,A,I,,V6,V,,6.0,,,,,M,0,0,"8, 5, 4",,4,8,0,2,0.0,0.0,0.25,0.0,0.0,I,!,,
112,23,23,3/8,3/8,12/8,2,1,vi7,,,,,A,I,,vi7,vi,,7.0,,,,,mm7,0,0,"6, 3, 7, 4",,6,6,0,5,0.0,0.0,0.875,0.0,2.0,A,WA_dia,,
113,23,23,5/8,5/8,12/8,2,1,ii,,,,,A,I,,ii,ii,,,,,,,m,0,0,"5, 2, 6",,5,5,0,2,0.0,0.0,0.25,0.0,-1.0,S,S_dia,,
114,23,23,3/4,3/4,12/8,2,1,V7,,,,,A,I,,V7,V,,7.0,,,,,Mm7,0,0,"4, 8, 5, 2",,4,4,0,5,0.0,0.0,0.875,0.0,-1.0,S,S_dia,,
115,23,23,1,1,12/8,2,1,I,,,,,A,I,,I,I,,,,,,,M,0,0,"3, 7, 4",,3,3,0,2,0.0,0.0,0.25,0.0,-1.0,S,S_dia,,
116,23,23,9/8,9/8,12/8,2,1,V65/V,,,,,A,I,,V65/V,V,,65.0,,V,,,Mm7,0,0,"9, 6, 3, 5",,5,9,1,6,0.1428571428571428,0.125,1.25,0.0909090909090909,2.0,A,WA_dia,,
117,24,24,0,0,12/8,2,1,V,,,,,A,I,,V,V,,,,,,,M,0,0,"4, 8, 5",,4,4,2,4,0.3333333333333333,0.25,1.75,0.125,-1.0,S,S_dia,,
118,24,24,3/8,3/8,12/8,2,1,V6,,,,,A,I,,V6,V,,6.0,,,,,M,0,0,"8, 5, 4",,4,8,3,3,0.5,0.375,0.375,0.5,0.0,I,!,,
119,24,24,3/4,3/4,12/8,2,1,V,,,,,A,I,,V,V,,,,,,,M,0,0,"4, 8, 5",,4,4,2,4,0.3333333333333333,0.25,1.25,0.1666666666666666,0.0,I,!,,
120,24,24,1,1,12/8,2,1,V6,,,,,A,I,,V6,V,,6.0,,,,,M,0,0,"8, 5, 4",,4,8,0,2,0.0,0.0,0.25,0.0,0.0,I,!,,
121,24,24,9/8,9/8,12/8,2,1,I,,,,,A,I,,I,I,,,,,,,M,0,0,"3, 7, 4",,3,3,0,2,0.0,0.0,0.25,0.0,-1.0,S,S_dia,,
122,24,24,5/4,5/4,12/8,2,1,V65,,,,,A,I,,V65,V,,65.0,,,,,Mm7,0,0,"8, 5, 2, 4",,4,8,0,4,0.0,0.0,0.5,0.0,1.0,W,WA_dia,,
123,25,25,0,0,12/8,2,1,I,,,,,A,I,,I,I,,,,,,,M,0,0,"3, 7, 4",,3,3,2,4,0.3333333333333333,0.25,1.75,0.125,-1.0,S,S_dia,,
124,25,25,3/8,3/8,12/8,2,1,I6,,,,,A,I,,I6,I,,6.0,,,,,M,0,0,"7, 4, 3",,3,7,3,3,0.5,0.375,0.375,0.5,0.0,I,!,,
125,25,25,3/4,3/4,12/8,2,1,I,,,,,A,I,,I,I,,,,,,,M,0,0,"3, 7, 4",,3,3,2,4,0.3333333333333333,0.25,1.25,0.1666666666666666,0.0,I,!,,
126,25,25,1,1,12/8,2,1,I6,,,,,A,I,,I6,I,,6.0,,,,,M,0,0,"7, 4, 3",,3,7,0,2,0.0,0.0,0.25,0.0,0.0,I,!,,
127,25,25,9/8,9/8,12/8,2,1,IV,,,,,A,I,,IV,IV,,,,,,,M,0,0,"2, 6, 3",,2,2,0,2,0.0,0.0,0.25,0.0,-1.0,S,S_dia,,
128,25,25,5/4,5/4,12/8,2,1,V65/IV,,,,,A,I,,V65/IV,V,,65.0,,IV,,,Mm7,0,0,"7, 4, 1, 3",,3,7,0,4,0.0,0.0,0.5,0.0,1.0,W,WA_dia,,
129,26,26,0,0,12/8,2,1,IV,,,,,A,I,,IV,IV,,,,,,,M,0,0,"2, 6, 3",,2,2,2,4,0.3333333333333333,0.25,1.75,0.125,-1.0,S,S_dia,,
