composer,piece,S->S,S->A,S->W,A->S,A->A,A->W,W->S,W->A,W->W
Mozart,K282-1_reviewed,0.10714285714285714,0.14285714285714285,0.16071428571428573,0.17857142857142858,0.16071428571428573,0.03571428571428571,0.125,0.08928571428571429,0.0
Mozart,K282-2_reviewed,0.13333333333333333,0.13333333333333333,0.16666666666666666,0.13333333333333333,0.1,0.05,0.13333333333333333,0.13333333333333333,0.016666666666666666
Mozart,K282-3_reviewed,0.054945054945054944,0.13186813186813187,0.23076923076923078,0.10989010989010989,0.07692307692307693,0.06593406593406594,0.24175824175824176,0.08791208791208792,0.0
Mozart,K283-1_reviewed,0.19863013698630136,0.2671232876712329,0.0958904109589041,0.1917808219178082,0.136986301369863,0.00684931506849315,0.0684931506849315,0.03424657534246575,0.0
Mozart,K283-2_reviewed,0.031914893617021274,0.1276595744680851,0.1702127659574468,0.1595744680851064,0.23404255319148937,0.02127659574468085,0.1276595744680851,0.1276595744680851,0.0
Mozart,K283-3_reviewed,0.16574585635359115,0.1712707182320442,0.12154696132596685,0.17679558011049723,0.14917127071823205,0.03867403314917127,0.09944751381215469,0.06629834254143646,0.011049723756906077
Mozart,K284-1_reviewed,0.2032967032967033,0.14835164835164835,0.11538461538461539,0.16483516483516483,0.23076923076923078,0.027472527472527472,0.04945054945054945,0.06043956043956044,0.0
Mozart,K284-2_reviewed,0.12318840579710146,0.10144927536231885,0.30434782608695654,0.057971014492753624,0.08695652173913043,0.036231884057971016,0.26811594202898553,0.021739130434782608,0.0
Mozart,K284-3_reviewed,0.34710743801652894,0.15082644628099173,0.08677685950413223,0.12603305785123967,0.08677685950413223,0.03512396694214876,0.10950413223140495,0.045454545454545456,0.012396694214876033
Mozart,K309-1_reviewed,0.2462686567164179,0.1417910447761194,0.16417910447761194,0.14925373134328357,0.08208955223880597,0.014925373134328358,0.1044776119402985,0.05970149253731343,0.03731343283582089
Mozart,K309-2_reviewed,0.22137404580152673,0.17557251908396945,0.061068702290076333,0.16793893129770993,0.17557251908396945,0.03816793893129771,0.07633587786259542,0.08396946564885496,0.0
Mozart,K309-3_reviewed,0.17180616740088106,0.07488986784140969,0.31277533039647576,0.07048458149779736,0.05286343612334802,0.022026431718061675,0.2422907488986784,0.048458149779735685,0.004405286343612335
Mozart,K310-1_reviewed,0.35175879396984927,0.11557788944723618,0.19095477386934673,0.10050251256281408,0.03015075376884422,0.010050251256281407,0.1658291457286432,0.03015075376884422,0.005025125628140704
Mozart,K310-2_reviewed,0.16260162601626016,0.21951219512195122,0.08130081300813008,0.15447154471544716,0.18699186991869918,0.04065040650406504,0.056910569105691054,0.0975609756097561,0.0
Mozart,K310-3_reviewed,0.08074534161490683,0.07142857142857142,0.15217391304347827,0.08695652173913043,0.2515527950310559,0.10248447204968944,0.14285714285714285,0.11180124223602485,0.0
Mozart,K311-1_reviewed,0.125,0.078125,0.23958333333333334,0.125,0.14583333333333334,0.020833333333333332,0.20833333333333334,0.057291666666666664,0.0
Mozart,K311-2_reviewed,0.22666666666666666,0.05333333333333334,0.28,0.1,0.02,0.04,0.18666666666666668,0.08666666666666667,0.006666666666666667
Mozart,K311-3_reviewed,0.3244274809160305,0.1297709923664122,0.17557251908396945,0.10305343511450382,0.0648854961832061,0.03435114503816794,0.1183206106870229,0.04198473282442748,0.007633587786259542
Mozart,K330-1_reviewed,0.0915032679738562,0.12418300653594772,0.24836601307189543,0.11764705882352941,0.1503267973856209,0.026143790849673203,0.16993464052287582,0.0457516339869281,0.026143790849673203
