S->S,S->A,S->W,S->I,A->S,A->A,A->W,A->I,W->S,W->A,W->W,W->I,I->S,I->A,I->W,I->I
0.19748001719104902,0.09164320029796898,0.06310869344508904,0.0872335889292828,0.08882242658204113,0.07323630993224581,0.031346983923785994,0.04313186331918806,0.059029281323284125,0.03788794488227995,0.00779918019997682,0.0211367817151905,0.09876735357849561,0.03161903807592671,0.02097879159316549,0.04677854501102995
